"Grozny, Pobedenskoye Rural Settlement, Maykopsky District, Republic of Adygea - Wikipedia",Reality - Wikipedia,13,True
Lacey Hearn - Wikipedia,Reality - Wikipedia,37,True
Gwendolyn Jones - Wikipedia,Classical music - Wikipedia,6,False
Mike Plant - Wikipedia,Reality - Wikipedia,18,True
Welcome to the Sonic Space Age - Wikipedia,Philosophy - Wikipedia,16,True
2015–16 Kent State Golden Flashes women's basketball team - Wikipedia,Reality - Wikipedia,15,True
NIRANG PAJHRA - Wikipedia,Reality - Wikipedia,17,True
Disaster Response Route - Wikipedia,Reality - Wikipedia,31,True
Head injury criterion - Wikipedia,Reality - Wikipedia,20,True
GMC Typhoon - Wikipedia,Object (philosophy) - Wikipedia,20,True
Midsummer Carnival Shaft (Clas) - Wikipedia,Reality - Wikipedia,21,True
Roads to Vegas - Wikipedia,Reality - Wikipedia,39,True
Evolutionary Technologies International - Wikipedia,Philosophy - Wikipedia,12,True
Swimblack - Wikipedia,Reality - Wikipedia,21,True
Tim Ingold - Wikipedia,Reality - Wikipedia,40,True
"Fuck It, I Love You (Lana Del Rey song) - Wikipedia",State (polity) - Wikipedia,50,False
Ella Sophonisba Hergesheimer - Wikipedia,Politics - Wikipedia,55,False
Potanthus palnia - Wikipedia,Insect - Wikipedia,60,False
Raúl Ormeño - Wikipedia,Philosophy - Wikipedia,68,True
Charles H. Patten House - Wikipedia,Philosophy - Wikipedia,76,True
Wuchang Subdistrict - Wikipedia,Provinces of China - Wikipedia,81,False
Swadhin Kumar Sarkar - Wikipedia,Government - Wikipedia,85,False
Serge Blanco - Wikipedia,Sport - Wikipedia,89,False
Jewish Community Center - Wikipedia,Reality - Wikipedia,25,True
Mount Polis - Wikipedia,Cities of the Philippines - Wikipedia,30,False
Ramanagara - Wikipedia,Science - Wikipedia,44,False
Acmaeodera auritincta - Wikipedia,Insect - Wikipedia,51,False
Betty Mae Tiger Jumper - Wikipedia,Linguistics - Wikipedia,81,False
1956 Pittsburgh Pirates season - Wikipedia,Philosophy - Wikipedia,91,True
Peter Blundell - Wikipedia,Physics - Wikipedia,111,False
Wilks's lambda distribution - Wikipedia,Statistics - Wikipedia,115,False
Kondrashi - Wikipedia,Science - Wikipedia,120,False
Territorial disputes in the Persian Gulf - Wikipedia,Branches of science - Wikipedia,128,False
Danko (singer) - Wikipedia,Country - Wikipedia,134,False
Barra do Turvo - Wikipedia,Government - Wikipedia,138,False
Jordan Augier - Wikipedia,Sport - Wikipedia,143,False
"Richmond, Ohio - Wikipedia",Administrative division - Wikipedia,146,False
Potoli - Wikipedia,India - Wikipedia,150,False
Daeyeon station - Wikipedia,Geography - Wikipedia,160,False
"Priekule, Latvia - Wikipedia",Human settlement - Wikipedia,163,False
James Gallagher (Australian footballer) - Wikipedia,Sport - Wikipedia,167,False
Bedřich Nikodém - Wikipedia,Prehistory - Wikipedia,176,False
Russkoye Ustye - Wikipedia,Classification of inhabited localities in Russia - Wikipedia,178,False
Ifugao - Wikipedia,Cities of the Philippines - Wikipedia,4,False
Ifugao - Wikipedia,Cities of the Philippines - Wikipedia,4,False
Ifugao - Wikipedia,Cities of the Philippines - Wikipedia,4,False
George C. Lindsay - Wikipedia,Philosophy - Wikipedia,15,True
List of Attorneys General of Rhode Island - Wikipedia,Reality - Wikipedia,58,False
Swimming at the 2004 Summer Paralympics – Men's 50 metre butterfly S6 - Wikipedia,Philosophy - Wikipedia,67,True
Father Basilio's striped mouse - Wikipedia,Rodent - Wikipedia,72,False
Lago di Sibolla - Wikipedia,Science - Wikipedia,80,False
Edith Guillén - Wikipedia,Competition - Wikipedia,83,False
Odin Biron - Wikipedia,Government - Wikipedia,93,False
Yarmūk (Kuwait) - Wikipedia,Governorates of Kuwait - Wikipedia,98,False
Sinolardoglyphus - Wikipedia,Natural science - Wikipedia,105,False
"San, Mali - Wikipedia",Branches of science - Wikipedia,116,False
Nancy Stoyer - Wikipedia,Reality - Wikipedia,19,True
List of Bob the Builder episodes - Wikipedia,Physics - Wikipedia,31,False
1888 Northwestern Purple football team - Wikipedia,Philosophy - Wikipedia,39,True
Truman Bradley (actor) - Wikipedia,County (United States) - Wikipedia,46,False
Madagascar national basketball team - Wikipedia,Physics - Wikipedia,64,False
March for Science Portland - Wikipedia,Science - Wikipedia,97,False
"Eğerlialören, Kızılcahamam - Wikipedia",Continent - Wikipedia,104,False
Pratt's vole - Wikipedia,Rodent - Wikipedia,109,False
Shape the Future - Wikipedia,Continent - Wikipedia,115,False
Belvedere Ostrense - Wikipedia,Reality - Wikipedia,31,True
Lake Eacham rainbowfish - Wikipedia,Reality - Wikipedia,17,True
Dale Patchett - Wikipedia,Science - Wikipedia,48,False
Chilcot - Wikipedia,Chilcot - Wikipedia,2,False
List of DePauw University alumni - Wikipedia,Reality - Wikipedia,43,True
Surinamese guilder - Wikipedia,Currency - Wikipedia,4,False
2012–13 Albanian Cup - Wikipedia,Reality - Wikipedia,17,True
Revista Autismo - Wikipedia,Philosophy - Wikipedia,25,True
Anagallis tenella - Wikipedia,Geography - Wikipedia,29,False
Vine Hill Elementary School - Wikipedia,Knowledge - Wikipedia,36,False
James Marriott (author) - Wikipedia,Science - Wikipedia,48,False
José Hoebee - Wikipedia,Science - Wikipedia,72,False
1995 Georgian parliamentary election - Wikipedia,Branches of science - Wikipedia,81,False
Devereux Glenholme School - Wikipedia,Identity (social science) - Wikipedia,93,False
Barefoot and Buckwild - Wikipedia,County (United States) - Wikipedia,100,False
SmartScore - Wikipedia,Philosophy - Wikipedia,15,True
Gibberula ventricosa - Wikipedia,Reality - Wikipedia,24,False
Ridge Falls - Wikipedia,Natural science - Wikipedia,36,False
Gnomidolon musivum - Wikipedia,Insect - Wikipedia,41,False
Bulgarian Women's Basketball Championship - Wikipedia,Philosophy - Wikipedia,49,True
James Bailey Silkman - Wikipedia,Physics - Wikipedia,65,False
Harriet Arbuthnot - Wikipedia,Science - Wikipedia,93,False
Just Friends - Wikipedia,Biology - Wikipedia,107,False
Platymantis luzonensis - Wikipedia,Frog - Wikipedia,112,False
Taurignan-Vieux - Wikipedia,Politics - Wikipedia,118,False
